StudyID,Beta ID,Publication,Pubyear,Experimental site,Experimental coordinate,Latitude,Latitude_Subgroup,Longitude,Longitude_Subgroup,MAPmean,MAPmean_Subgroup,MATmean,MATmean_Subgroup,,Pre-crop types,Sub-crop types,Sub-crop types,,Pre-Class,Sub-Class,Class,,Family,LegumeNonlegume,AMnonAM,C3C4,Annual_Pere,PlantConsistent,PlantStageSubgroup,Bulk_Rhizosphere,Soil_texture,Tillage,Straw_retention,Fertilizer,RotationcyclesSubgroup,DurationSubgroup,,Rotation_cycles,Species_Richness,SpeciesRichnessSubgroup,Duration,BacterialPrimer,Primer,,Variable,Methods,Xc,Sc,Xe,Se,Nc,Ne,RR,Vi,,,,,pHCK,RRpH,,SOCCK,RRSOC,,TCCK,RRTOC,,TNCK,RRTN,,NO3CK,RRNO3,,NH4CK,RRNH4,,APCK,RRAP,,AKCK,RRAK,,ANCK,RRAN,,YieldCK,RRYield
57,57B,"Li et al., 2024 (b)",2024,"Hulan Campus of Heilongjiang University in Harbin, Heilongjiang Province, northeastern China","46°0_N, 126°38_E",46,La40,126.63333,Lo-0-180,44.41666794,MAP600,4.158333302,MAT8,,Sugar beet,"Maize, Sugar beet",Maize,,Magnoliopsida,Liliopsida,Magnoliopsida to Liliopsida,,Amaranthaceae to Poaceae,Non-legume to Non-legume,AM to AM,C3 to C4,Perennial to Annual,Consistent,Unknow,Non-Rhizosphere,Medium,Unknow,Unknow,Unknow,D1,D5,,1,2,R2,2,V3-V4,ITS1,,Bacterial Beta,Bacterial Beta,NA,NA,NA,NA,NA,NA,0.161033781,0.003334324,,,,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA
64,64A,"Liu et al., 2019 (a)",2019,"Hailun Experimental Station of Agricultural Ecology, Heilongjiang Province in northeast China","47°26_N, 126°38_E",47.43333,La40,126.63333,Lo-0-180,42.58333206,MAP600,2.291666508,MAT8,,Soybean,"Wheat, Maize, Soybean","Wheat, Maize",,Magnoliopsida,Liliopsida,Magnoliopsida to Liliopsida,,Fabaceae to Poaceae,Legume to Non-legume,AM to AM,C3 to C3,Annual to Annual,Consistent,Reproductive stage,Rhizosphere,Medium,Unknow,Unknow,Fertilizer,D5-10,D20-30,,9,3,R3,27,NA,ITS1,,Fungal Shannon,Fungal Shannon,3.558510638,0.079787234,3.085106383,0.10106383,3,3,0.624097093,0.308229896,,,,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,2285.714286,0.214409871
64,64B,"Liu et al., 2019 (a)",2020,"Hailun Experimental Station of Agricultural Ecology, Heilongjiang Province in northeast China","47°26_N, 126°38_E",47.43333,La40,126.63333,Lo-0-180,42.58333206,MAP600,2.291666508,MAT8,,Soybean,"Wheat, Soybean, Soybean",Wheat,,Magnoliopsida,Liliopsida,Magnoliopsida to Liliopsida,,Fabaceae to Poaceae,Legume to Non-legume,AM to AM,C3 to C3,Annual to Annual,Consistent,Reproductive stage,Rhizosphere,Medium,Unknow,Unknow,Fertilizer,D5-10,D20-30,,9,2,R2,27,NA,ITS1,,Fungal Shannon,Fungal Shannon,3.558510638,0.079787234,3.728723404,0.132978723,3,3,0.173593711,0.217419328,,,,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,2285.714286,0.073331273
65,65A,"Liu et al., 2020 (a)",2020,"Hailun Experimental Station of Agricultural Ecology, Heilongjiang Province in Northeast China","47°26_N, 126°38_E",47.43333,La40,126.63333,Lo-0-180,42.58333206,MAP600,2.291666508,MAT8,,Soybean,"Wheat, Maize, Soybean","Wheat, Maize",,Magnoliopsida,Liliopsida,Magnoliopsida to Liliopsida,,Fabaceae to Poaceae,Legume to Non-legume,AM to AM,C3 to C3,Annual to Annual,Consistent,Reproductive stage,Rhizosphere,Unknow,Unknow,Unknow,Unknow,D5-10,D20-30,,9,3,R3,27,NA,ITS1,,Fungal Shannon,Fungal Shannon,3.28059,0.09723,2.8851,0.08352,6,6,1.422418375,0.19369944,,,,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA
65,65B,"Liu et al., 2020 (a)",2020,"Hailun Experimental Station of Agricultural Ecology, Heilongjiang Province in Northeast China","47°26_N, 126°38_E",47.43333,La40,126.63333,Lo-0-180,42.58333206,MAP600,2.291666508,MAT8,,Maize,"Wheat, Maize, Soybean","Wheat, Soybean",,Liliopsida,Multiple,Liliopsida to Multiple,,Poaceae to Multiple,Non-legume to Legume,AM to AM,C4 to C3,Annual to Annual,Inconsistent,Reproductive stage,Rhizosphere,Unknow,Unknow,Unknow,Unknow,D5-10,D20-30,,9,3,R3,27,NA,ITS1,,Fungal Shannon,Fungal Shannon,2.82794,0.33335,3.16859,0.11111,6,6,-0.625382774,0.149892564,,,,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA
65,65C,"Liu et al., 2020 (a)",2020,"Hailun Experimental Station of Agricultural Ecology, Heilongjiang Province in Northeast China","47°26_N, 126°38_E",47.43333,La40,126.63333,Lo-0-180,42.58333206,MAP600,2.291666508,MAT8,,Wheat,"Wheat, Maize, Soybean","Maize, Soybean",,Liliopsida,Multiple,Liliopsida to Multiple,,Poaceae to Multiple,Non-legume to Legume,AM to AM,C3 to C4,Annual to Annual,Inconsistent,Reproductive stage,Rhizosphere,Unknow,Unknow,Unknow,Unknow,D5-10,D20-30,,9,3,R3,27,NA,ITS1,,Fungal Shannon,Fungal Shannon,3.59756,0.12483,3.52135,0.08351,6,6,-0.615822145,0.169298008,,,,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA
67,67A,"Liu et al., 2019 (b)",2019,Heihe Branch of Heilongjiang Academy of Agricultural Sciences in Northeast PR China,"50°15_12__N, 127°27_40__E",50.25333,La40,127.46111,Lo-0-180,45.75,MAP600,0.708333373,MAT8,,Soybean,"Soybean, Maize, Soybean, Maize, Soybean",Maize,,Magnoliopsida,Liliopsida,Magnoliopsida to Liliopsida,,Fabaceae to Poaceae,Legume to Non-legume,AM to AM,C3 to C4,Annual to Annual,Consistent,Reproductive stage,Non-Rhizosphere,Medium,Unknow,Unknow,Unknow,D1-3,D5,,2,2,R2,4,NA,ITS1,,Fungal Chao1,Fungal Richness,399.136,39.9136,453.539,45.3539,12,12,0.190023841,0.016296939,,,,,4.61,0.085202077,,NA,NA,,1.846,0.010239917,,0.137,0.239074373,,6.62,-0.113449539,,122.14,-0.063458378,,15.67,0.406953045,,122.15,0.498900524,,176.82,0.198524457,,NA,NA
67,67B,"Liu et al., 2019 (b)",2019,Heihe Branch of Heilongjiang Academy of Agricultural Sciences in Northeast PR China,"50°15_12__N, 127°27_40__E",50.25333,La40,127.46111,Lo-0-180,45.75,MAP600,0.708333373,MAT8,,Soybean,"Soybean, Maize, Soybean, Maize, Soybean",Maize,,Magnoliopsida,Liliopsida,Magnoliopsida to Liliopsida,,Fabaceae to Poaceae,Legume to Non-legume,AM to AM,C3 to C4,Annual to Annual,Consistent,Reproductive stage,Rhizosphere,Medium,Unknow,Unknow,Unknow,D1-3,D5,,2,2,R2,4,NA,ITS1,,Fungal Chao1,Fungal Richness,348.166,34.8166,479.604,47.9604,12,12,0.189127627,0.011986254,,,,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA
69,69A,"Liu et al., 2022",2022,"trial plot of Shandong University of Chinese Medicine, Shandong Province, China","36°35_27__N, 117°22_54__E ",36.59083,La20-40,117.38167,Lo-0-180,59.08333206,MAP600-1200,12.60000038,MAT8-15,,Bupleurum,"Bupleurum chinense, Maize",Maize,,Magnoliopsida,Liliopsida,Magnoliopsida to Liliopsida,,Apiaceae to Poaceae,Non-legume to Non-legume,AM to AM,C3 to C4,Perennial to Annual,Inconsistent,Harvest,Rhizosphere,Unknow,Unknow,Unknow,No_Fertilizer,D1-3,D5,,2,2,R2,4,V4-V5,ITS1,,Bacterial Shannon,Bacterial Shannon,6.421,0.019,6.513,0.074,3,3,-0.188250062,0.051979122,,,,,6.67,0.191772013,,1.062645012,0.04012306,,NA,NA,,NA,NA,,49.53,0.657071124,,43.58,0.356881439,,92.19,-0.229563944,,154.12,0.35675929,,NA,NA,,NA,NA
69,69B,"Liu et al., 2022",2022,"trial plot of Shandong University of Chinese Medicine, Shandong Province, China","36°35_27__N, 117°22_54__E ",36.59083,La20-40,117.38167,Lo-0-180,59.08333206,MAP600-1200,12.60000038,MAT8-15,,Bupleurum,"Bupleurum chinense, Maize",Maize,,Magnoliopsida,Liliopsida,Magnoliopsida to Liliopsida,,Apiaceae to Poaceae,Non-legume to Non-legume,AM to AM,C3 to C4,Perennial to Annual,Inconsistent,Harvest,Rhizosphere,Unknow,Unknow,Unknow,No_Fertilizer,D1-3,D5,,2,2,R2,4,V4-V5,ITS1,,Fungal Shannon,Fungal Shannon,4.201,0.218,4.25,0.192,3,3,0.299990688,0.023569135,,,,,6.67,0.191772013,,1.062645012,0.04012306,,NA,NA,,NA,NA,,49.53,0.657071124,,43.58,0.356881439,,92.19,-0.229563944,,154.12,0.35675929,,NA,NA,,NA,NA
B23,B23A,"Liu et al., 2024 (c)",2024,"Weishan County, Dali Autonomous Prefecture, Yunnan Province, China","100.30°E, 25.23°N ",25.23,La20-40,100.3,Lo-0-180,73,MAP600-1200,17.23333359,MAT15,,Tobacco,"Tobacco, Barley",Barley,,Magnoliopsida,Liliopsida,Magnoliopsida to Liliopsida,,Solanaceae to Poaceae,Non-legume to Non-legume,AM to AM,C3 to C3,Annual to Annual,Inconsistent,Harvest,Rhizosphere,Unknow,Unknow,Unknow,Fertilizer,D1,D5,,1,2,R2,2,V3-V4,ITS1,,Fungal ASV,Fungal Richness,549,74.05,377.67,92.91,3,3,-2.150575063,0.10093697,,,,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA
B23,B23B,"Liu et al., 2024 (c)",2024,"Weishan County, Dali Autonomous Prefecture, Yunnan Province, China","100.30°E, 25.23°N ",25.23,La20-40,100.3,Lo-0-180,73,MAP600-1200,17.23333359,MAT15,,Tobacco,"Tobacco, Rape",Rapeseed,,Magnoliopsida,Magnoliopsida,Magnoliopsida to Magnoliopsida,,Solanaceae to Brassicaceae,Non-legume to Non-legume,AM to nonAM,C3 to C3,Annual to Annual,Inconsistent,Harvest,Rhizosphere,Unknow,Unknow,Unknow,Fertilizer,D1,D5,,1,2,R2,2,V3-V4,ITS1,,Fungal ASV,Fungal Richness,549,74.05,538.33,66.42,3,3,-0.958369095,0.193398394,,,,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA
75,75C,"Liu et al., 2020 (b)",2020,Heihe Branch of Heilongjiang Academy of Agricultural Sciences in northeast China,"50°15_12__N, 127°27_40__E",50.25333,La40,127.46111,Lo-0-180,45.75,MAP600,0.708333373,MAT8,,Soybean,"Soybean, Maize ",Maize,,Magnoliopsida,Liliopsida,Magnoliopsida to Liliopsida,,Fabaceae to Poaceae,Legume to Non-legume,AM to AM,C3 to C4,Annual to Annual,Consistent,Reproductive stage,Non-Rhizosphere,Medium,Unknow,Unknow,Unknow,D1-3,D5,,2,2,R2,4,V3,ITS1,,Fungal PD,Fungal PD,85.6566,4.0404,93.5354,2.2222,4,4,0.536763427,0.065276305,,,,,4.69,0.066003333,,NA,NA,,1.878,-0.010168672,,0.124,0.242313467,,NA,NA,,NA,NA,,16.27,0.364694331,,122.6,0.709328763,,172.2,0.183578993,,NA,NA
75,75D,"Liu et al., 2020 (b)",2020,Heihe Branch of Heilongjiang Academy of Agricultural Sciences in northeast China,"50°15_12__N, 127°27_40__E",50.25333,La40,127.46111,Lo-0-180,45.75,MAP600,0.708333373,MAT8,,Soybean,"Soybean, Maize ",Maize,,Magnoliopsida,Liliopsida,Magnoliopsida to Liliopsida,,Fabaceae to Poaceae,Legume to Non-legume,AM to AM,C3 to C4,Annual to Annual,Consistent,Reproductive stage,Rhizosphere,Medium,Unknow,Unknow,Unknow,D1-3,D5,,2,2,R2,4,V3,ITS1,,Fungal PD,Fungal PD,70.7071,2.4242,97.5758,1.0101,4,4,1.855215722,0.089238864,,,,,4.69,0.066003333,,NA,NA,,1.878,-0.010168672,,0.124,0.242313467,,NA,NA,,NA,NA,,16.27,0.364694331,,122.6,0.709328763,,172.2,0.183578993,,NA,NA
79,79B,"Ma et al., 2022",2022,"Wenjiang experimental site of the Sichuan Agricultural University in Chengdu, Sichuan Province, China","30°4_12.86_N, 103°5_24.348_E",30.07024,La20-40,103.0901,Lo-0-180,134.5833282,MAP1200,16.98333359,MAT15,,Potato,"Potato, Maize",Maize,,Magnoliopsida,Liliopsida,Magnoliopsida to Liliopsida,,Solanaceae to Poaceae,Non-legume to Non-legume,AM to AM,C3 to C4,Annual to Annual,Consistent,Vegetative stage,Rhizosphere,Medium,Unknow,Unknow,Fertilizer,D5-10,D5-10,,6,2,R2,6,V4,ITS1,,Fungal ACE,Fungal Richness,798.39,148.1696345,963.8,163.3564709,6,6,0.372842257,0.068096937,,,,,4.511627907,-0.031416196,,1.751083483,-0.077961541,,NA,NA,,0.190697674,0.059188871,,159.7560976,-0.031010237,,170.9302326,0.139466128,,137.962963,-0.30346594,,336.1111111,-0.353139289,,NA,NA,,12657.34266,0.754746303
83,83C,"Mei et al., 2022",2022,Wujia Town in Heilongjiang Province.,"45°31_N, 126°23_E",45.51667,La40,126.38333,Lo-0-180,43.83333206,MAP600,4.041666508,MAT8,,Maize,"Alfalfa, Alfalfa, Maize, Maize",Alfalfa,,Liliopsida,Magnoliopsida,Liliopsida to Magnoliopsida,,Poaceae to Fabaceae,Non-legume to Legume,AM to AM,C4 to C3,Annual to Perennial,Consistent,Harvest,Non-Rhizosphere,Medium,Unknow,Unknow,Fertilizer,D1,D5,,1,2,R2,4,V3-V4,ITS2,,Fungal Richness,Fungal Richness,1013.0234,99.91259259,962.324,55.12222222,4,4,-0.596300559,0.121511634,,,,,5.92,0.066963787,,1.567285383,0.029537243,,NA,NA,,0.128,0.00778214,,NA,NA,,NA,NA,,30.35,0.141979952,,116.17,-0.141618705,,88.67,0.308800679,,NA,NA
83,83D,"Mei et al., 2022",2022,Wujia Town in Heilongjiang Province.,"45°31_N, 126°23_E",45.51667,La40,126.38333,Lo-0-180,43.83333206,MAP600,4.041666508,MAT8,,Maize,"Alfalfa, Alfalfa, Maize, Maize",Alfalfa,,Liliopsida,Magnoliopsida,Liliopsida to Magnoliopsida,,Poaceae to Fabaceae,Non-legume to Legume,AM to AM,C4 to C3,Annual to Perennial,Consistent,Harvest,Non-Rhizosphere,Medium,Unknow,Unknow,Fertilizer,D1,D5,,1,2,R2,4,V3-V4,ITS2,,Fungal Richness,Fungal Richness,1000.9302,113.6962963,943.2564,103.3585185,4,4,0.454849004,0.050552009,,,,,6.63,0.037013848,,1.288863109,0.247858117,,NA,NA,,0.11,0.151549898,,NA,NA,,NA,NA,,16.57,0.547559612,,88.17,0.294970858,,76.42,0.451663881,,NA,NA
126,126A,"Yan et al., 2024",2024,Wenshan Zhuang,"23°15_N, 104°35_E",23.25,La20-40,104.58333,Lo-0-180,122.8333359,MAP1200,17.68333244,MAT15,,Tobacco,"Tobacco, Maize",Maize,,Magnoliopsida,Liliopsida,Magnoliopsida to Liliopsida,,Solanaceae to Poaceae,Non-legume to Non-legume,AM to AM,C3 to C4,Annual to Annual,Consistent,Unknow,Non-Rhizosphere,Medium,Unknow,Unknow,Unknow,D1,D5,,1,2,R2,2,V4,ITS2,,Fungal Richness,Fungal Richness,503.986,104.9517603,553.623,94.90264083,10,9,-1.01321053,0.013328765,,,,,6.23,-0.022728251,,1.393,0.183756277,,NA,NA,,0.134,0.189756535,,10.61,0.774131951,,3.77,0.719326686,,63.72,0.465560313,,582.79,0.202467638,,NA,NA,,NA,NA
D15,D15A,"Li et al., 2024 (c)",2024,Dongfang,"18°87_ N, 108°70_E",19.45,La20,109.16667,Lo-0-180,118.9166641,MAP1200,24.31666565,MAT15,,Rice,"Rice, Soybean, Rice",Soybean,,Liliopsida,Magnoliopsida,Liliopsida to Magnoliopsida,,Poaceae to Fabaceae,Non-legume to Legume,AM to AM,C3 to C3,Annual to Annual,Consistent,Harvest,Non-Rhizosphere,Fine,Unknow,Unknow,Unknow,D1,D5,,1,2,R2,1,V4-V5,ITS1,,Bacterial ACE,Bacterial Richness,1390.8,70.4,1949.6,284.2,4,4,1.406860798,0.144814792,,,,,5.65,-0.094602466,,0.141,0.238625915,,NA,NA,,0.049,0.15123097,,NA,NA,,NA,NA,,34.1,0.118760075,,95.4,0.134186314,,NA,NA,,4748.5,0.211241902
D17,D17A,"Lu et al., 2022",2022,Eerguna,"50°14' N, 120°08'E",50.23333,La40,120.13333,Lo-0-180,33.41666794,MAP600,-2.524999857,MAT8,,Wheat,"Wheat, Wheat, Rapeseed",Rapeseed,,Liliopsida,Magnoliopsida,Liliopsida to Magnoliopsida,,Poaceae to Brassicaceae,Non-legume to Non-legume,AM to nonAM,C3 to C3,Annual to Annual,Inconsistent,Harvest,Rhizosphere,Unknow,Unknow,Retention,Fertilizer,D1,D5,,1,2,R2,3,NA,ITS2,,Fungal ASV,Fungal Richness,389,86.75943753,471,291.3596575,5,5,-0.462946213,0.11281701,,,,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA
D17,D17B,"Lu et al., 2022",2022,Eerguna,"50°14' N, 120°08'E",50.23333,La40,120.13333,Lo-0-180,33.41666794,MAP600,-2.524999857,MAT8,,Wheat,"Wheat, Wheat, Milk Thistle",Milk Thistle,,Liliopsida,Magnoliopsida,Liliopsida to Magnoliopsida,,Poaceae to Asteraceae,Non-legume to Non-legume,AM to AM,C3 to C3,Annual to Annual,Inconsistent,Harvest,Rhizosphere,Unknow,Unknow,Retention,Fertilizer,D1,D5,,1,2,R2,3,NA,ITS2,,Fungal ASV,Fungal Richness,389,86.75943753,390,256.476997,5,5,-0.393363891,0.119675745,,,,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA
D17,D17C,"Lu et al., 2022",2022,Eerguna,"50°14' N, 120°08'E",50.23333,La40,120.13333,Lo-0-180,33.41666794,MAP600,-2.524999857,MAT8,,Wheat,"Wheat, Wheat, Potato",Potato,,Liliopsida,Magnoliopsida,Liliopsida to Magnoliopsida,,Poaceae to Solanaceae,Non-legume to Non-legume,AM to AM,C3 to C3,Annual to Annual,Inconsistent,Harvest,Rhizosphere,Unknow,Unknow,Retention,Fertilizer,D1,D5,,1,2,R2,3,NA,ITS2,,Fungal ASV,Fungal Richness,389,86.75943753,362,125.4434135,5,5,-0.38355834,0.106781135,,,,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA
D17,D17D,"Lu et al., 2022",2022,Eerguna,"50°14' N, 120°08'E",50.23333,La40,120.13333,Lo-0-180,33.41666794,MAP600,-2.524999857,MAT8,,Wheat,"Wheat, Wheat, Beet",Beetroot,,Liliopsida,Magnoliopsida,Liliopsida to Magnoliopsida,,Poaceae to Amaranthaceae (__),Non-legume to Non-legume,AM to AM,C3 to C3,Annual to Perennial,Inconsistent,Harvest,Rhizosphere,Unknow,Unknow,Retention,Fertilizer,D1,D5,,1,2,R2,3,NA,ITS2,,Fungal ASV,Fungal Richness,389,86.75943753,438,114.7102872,5,5,0.097913144,0.116703894,,,,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA
D19,D19A,"Huang et al., 2023",2023,Jiaxing,"30.8333°N, 120.9111°E",30.8333,La20-40,120.9111,Lo-0-180,91,MAP600-1200,16.29166603,MAT15,,Melon,"Melon, Rice",Rice,,Magnoliopsida,Liliopsida,Magnoliopsida to Liliopsida,,Cucurbitaceae to Poaceae,Non-legume to Non-legume,AM to AM,C3 to C3,Annual to Annual,Inconsistent,Unknow,Rhizosphere,Unknow,Unknow,Unknow,Unknow,D1,D5,,1,2,R2,1,NA,ITS1,,Fungal Richness,Fungal Richness,307.44,62.6309572,311.01,43.94212899,3,3,1.16724227,0.140821644,,,,,6.205882353,-0.0264121,,1.798143852,0.067558151,,NA,NA,,0.229591837,0.004434597,,47.75510204,-0.411895998,,3.959183673,-0.074901308,,275.5813953,-0.106767975,,435,-0.015444322,,NA,NA,,NA,NA
D19,D19C,"Huang et al., 2023",2023,Ningbo,"29.8784°N, 121.5480°E",29.8784,La20-40,121.548,Lo-0-180,106.5,MAP1200,17.20833397,MAT15,,Melon,"Melon, Barley",Barley,,Magnoliopsida,Liliopsida,Magnoliopsida to Liliopsida,,Cucurbitaceae to Poaceae,Non-legume to Non-legume,AM to AM,C3 to C3,Annual to Annual,Inconsistent,Unknow,Rhizosphere,Unknow,Unknow,Unknow,Unknow,D1,D5,,1,2,R2,1,NA,ITS1,,Fungal Richness,Fungal Richness,326.75,45.83006437,615.08,13.00770156,3,3,1.722177005,0.252214186,,,,,5.117647059,0.058594164,,1.759474091,-0.2135741,,NA,NA,,0.205102041,-0.240709875,,13.87755102,-1.386294361,,9.346938776,-1.426388818,,60.46511628,-0.395895657,,88.33333333,-0.099090903,,NA,NA,,NA,NA
D19,D19C,"Huang et al., 2023",2023,Ningbo,"29.8784°N, 121.5480°E",29.8784,La20-40,121.548,Lo-0-180,106.5,MAP1200,17.20833397,MAT15,,Melon,"Melon, Barley",Barley,,Magnoliopsida,Liliopsida,Magnoliopsida to Liliopsida,,Cucurbitaceae to Poaceae,Non-legume to Non-legume,AM to AM,C3 to C3,Annual to Annual,Inconsistent,Unknow,Rhizosphere,Unknow,Unknow,Unknow,Unknow,D1,D5,,1,2,R2,1,NA,ITS1,,Fungal Richness,Fungal Richness,326.75,45.83006437,615.08,13.00770156,3,3,0.504008116,0.313324657,,,,,5.117647059,0.058594164,,1.759474091,-0.2135741,,NA,NA,,0.205102041,-0.240709875,,13.87755102,-1.386294361,,9.346938776,-1.426388818,,60.46511628,-0.395895657,,88.33333333,-0.099090903,,NA,NA,,NA,NA
D21,D21A,"Zhang et al., 2023 (b)",2023,Xingfu Village,"106°09'E, 35°15'N",35.25,La20-40,106.15,Lo-0-180,47.33333206,MAP600,6.541666508,MAT8,,Rice,"Rice, Maize",Maize,,Liliopsida,Liliopsida,Liliopsida to Liliopsida,,Poaceae to Poaceae,Non-legume to Non-legume,AM to AM,C3 to C4,Annual to Annual,Inconsistent,Unknow,Non-Rhizosphere,Unknow,Unknow,Unknow,Unknow,D1,D5,,1,2,R2,2,V3-V4,ITS1,,Bacterial Richness,Bacterial Richness,29.61,1.39,31.62,1.63,9,9,1.205203997,0.015945244,,,,,8.231578947,-0.00641439,,1.774,0.015105182,,NA,NA,,0.088,-0.046520016,,NA,NA,,NA,NA,,24.82,-0.103482077,,NA,NA,,55.16,-0.125791815,,NA,NA
D21,D21B,"Zhang et al., 2023 (b)",2023,Xingfu Village,"106°09'E, 35°15'N",35.25,La20-40,106.15,Lo-0-180,47.33333206,MAP600,6.541666508,MAT8,,Rice,"Rice, Maize, Glycine max","Maize, Glycine max",,Liliopsida,Multiple,Liliopsida to Multiple,,Poaceae to Multiple,Non-legume to Legume,AM to AM,C3 to C4,Annual to Annual,Inconsistent,Unknow,Non-Rhizosphere,Unknow,Unknow,Unknow,Unknow,D1,D5,,1,3,R3,3,V3-V4,ITS1,,Bacterial Richness,Bacterial Richness,29.61,1.39,29.05,1.02,9,9,0.288682463,0.014177362,,,,,8.231578947,-0.14714205,,1.774,0.283728382,,NA,NA,,0.088,0.28483712,,NA,NA,,NA,NA,,24.82,-0.035264007,,NA,NA,,55.16,0.209710731,,NA,NA
135,135A,"Zhao et al., 2017",2017,"Miaoxiang Sanqi Technology Co., Ltd","23°42' N, 104°16'E",23.7,La20-40,104.26667,Lo-0-180,103.9166641,MAP1200,16.20000076,MAT15,,Sanqi,"Sanqi, Maize",Maize,,Magnoliopsida,Liliopsida,Magnoliopsida to Liliopsida,,Araliaceae to Poaceae,Non-legume to Non-legume,AM to AM,C3 to C4,Perennial to Annual,Inconsistent,Unknow,Non-Rhizosphere,Unknow,Unknow,Unknow,Unknow,D1,D5-10,,1,2,R2,6,V4,ITS1,,Bacterial Shannon,Bacterial Shannon,7.3,0.17,9.05,0.25,3,3,2.803742713,0.221479896,,,,,7.16,0.002789402,,0.627030162,0.021053409,,NA,NA,,0.037,0.449525098,,7.87,-0.288105712,,3.48,0.505639787,,NA,NA,,NA,NA,,NA,NA,,NA,NA
96,96A,"Sible et al., 2024",2023,"Champaign, IL","40˚2_39_N, 88˚13_56_W",40.04417,La40,-88.23222,Lo-180-0,84.66666412,MAP600-1200,11.05000019,MAT8-15,,Maize,"Maize, Soybean",Soybean,,Liliopsida,Magnoliopsida,Liliopsida to Magnoliopsida,,Poaceae to Fabaceae,Non-legume to Legume,AM to AM,C4 to C3,Annual to Annual,Consistent,Reproductive stage,Non-Rhizosphere,Medium,Tillage,Retention,Fertilizer,D10,D10-20,,17,2,R2,17,V4,ITS2,,Bacterial Richness,Bacterial Richness,2278,285.6711396,2238,328.0975465,8,8,0.106848887,0.035581527,,,,,6.3,0,,2.204176334,0.051293294,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA
96,96B,"Sible et al., 2024",2023,"Champaign, IL","40˚4_49_N, 88˚14_39_W",40.08028,La40,-88.24417,Lo-180-0,84.66666412,MAP600-1200,11.32499981,MAT8-15,,Maize,"Maize, Soybean",Soybean,,Liliopsida,Magnoliopsida,Liliopsida to Magnoliopsida,,Poaceae to Fabaceae,Non-legume to Legume,AM to AM,C4 to C3,Annual to Annual,Consistent,Reproductive stage,Non-Rhizosphere,Medium,Tillage,Retention,Fertilizer,D10,D10-20,,19,2,R2,19,V4,ITS2,,Bacterial Richness,Bacterial Richness,2222,195.1614716,2273,147.0782105,8,8,-0.014101282,0.03416789,,,,,6.3,-0.032260862,,2.378190255,-0.075985907,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA
99,99A,"Song et al., 2022 (b)",2022,Nenjiang County,"49˚N, 124˚680_E",49,La40,126.33333,Lo-0-180,44.16666794,MAP600,-0.341666549,MAT8,,Soybean,"Maize, Soybean",Maize,,Magnoliopsida,Liliopsida,Magnoliopsida to Liliopsida,,Fabaceae to Poaceae,Legume to Non-legume,AM to AM,C3 to C4,Annual to Annual,Consistent,Harvest,Non-Rhizosphere,Fine,Unknow,Unknow,Fertilizer,D5-10,D10-20,,6,2,R2,12,NA,ITS1,,Fungal Chao1,Fungal Richness,1217,3.464101615,835,86.60254038,3,3,1.643628153,0.25844176,,,,,6.235849057,0.001511716,,4.224488903,-0.475198446,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,25.15384615,0.42664593,,324.4230769,-0.757409115,,388.4615385,-0.214517497,,NA,NA
